date,aqi,Main Pollutant,ozone,PM10,PM25,date_aqi
2010-05-17,47,Ozone,47,20,33,05/17/2010
2010-05-18,45,Ozone,45,16,32,05/18/2010
2010-05-19,38,Ozone,38,12,14,05/19/2010
2010-05-20,40,Ozone,40,9,9,05/20/2010
2010-05-21,42,Ozone,42,10,12,05/21/2010
2010-05-22,42,Ozone,42,11,15,05/22/2010
2010-05-23,41,Ozone,41,12,18,05/23/2010
2010-05-24,39,Ozone,39,13,19,05/24/2010
2010-05-25,39,Ozone,39,14,25,05/25/2010
2010-05-26,44,Ozone,44,15,18,05/26/2010
2010-05-27,31,Ozone,31,14,11,05/27/2010
2010-05-28,29,Ozone,29,13,12,05/28/2010
2010-05-29,24,Ozone,24,12,10,05/29/2010
2010-05-30,25,Ozone,25,11,20,05/30/2010
2010-05-31,24,Ozone,24,10,15,05/31/2010
2010-06-01,29,Ozone,29,10,20,06/01/2010
2010-06-02,26,Ozone,26,10,19,06/02/2010
2010-06-03,42,Ozone,42,11,13,06/03/2010
2010-06-04,28,Ozone,28,12,23,06/04/2010
2010-06-05,35,Ozone,35,13,17,06/05/2010
2010-06-06,34,Ozone,34,14,25,06/06/2010
2010-06-07,37,Ozone,37,15,16,06/07/2010
2010-06-08,44,Ozone,44,15,21,06/08/2010
2010-06-09,26,Ozone,26,16,24,06/09/2010
2010-06-10,30,Ozone,30,17,14,06/10/2010
2010-06-11,38,Ozone,38,17,19,06/11/2010
2010-06-12,39,Ozone,39,18,27,06/12/2010
2010-06-13,36,Ozone,36,19,31,06/13/2010
2010-06-14,40,Ozone,40,17,30,06/14/2010
2010-06-15,49,Ozone,49,16,32,06/15/2010
2010-06-16,33,Ozone,33,15,26,06/16/2010
2010-06-17,26,Ozone,26,13,13,06/17/2010
2010-06-18,22,Ozone,22,12,13,06/18/2010
2010-06-19,30,Ozone,30,11,23,06/19/2010
2010-06-20,39,Ozone,39,12,31,06/20/2010
2010-06-21,28,Ozone,28,14,18,06/21/2010
2010-06-22,26,Ozone,26,15,24,06/22/2010
2010-06-23,36,Ozone,36,17,33,06/23/2010
2010-06-24,38,Ozone,38,18,34,06/24/2010
2010-06-25,36,Ozone,36,20,30,06/25/2010
2010-06-26,50,Ozone,50,20,31,06/26/2010
2010-06-27,43,Ozone,43,21,25,06/27/2010
2010-06-28,33,Ozone,33,21,30,06/28/2010
2010-06-29,43,PM2.5,35,22,43,06/29/2010
2010-06-30,39,Ozone,39,22,21,06/30/2010
2010-07-01,31,Ozone,31,23,28,07/01/2010
2010-07-02,29,Ozone,29,21,20,07/02/2010
2010-07-03,24,Ozone,24,20,20,07/03/2010
2010-07-04,46,PM2.5,24,19,46,07/04/2010
2010-07-05,28,Ozone,28,18,23,07/05/2010
2010-07-06,29,Ozone,29,17,23,07/06/2010
2010-07-07,37,PM2.5,29,16,37,07/07/2010
2010-07-08,38,Ozone,38,16,35,07/08/2010
2010-07-09,47,PM2.5,39,16,47,07/09/2010
2010-07-10,51,PM2.5,44,16,51,07/10/2010
2010-07-11,40,PM2.5,36,16,40,07/11/2010
2010-07-12,49,PM2.5,41,16,49,07/12/2010
2010-07-13,25,Ozone,25,17,18,07/13/2010
2010-07-14,28,PM2.5,24,17,28,07/14/2010
2010-07-15,31,Ozone,31,17,36,07/15/2010
2010-07-16,44,PM2.5,44,17,44,07/16/2010
2010-07-17,43,PM2.5,43,17,43,07/17/2010
2010-07-18,38,Ozone,38,17,24,07/18/2010
2010-07-19,38,PM2.5,38,18,38,07/19/2010
2010-07-20,36,Ozone,36,17,33,07/20/2010
2010-07-21,40,PM2.5,37,17,40,07/21/2010
2010-07-22,44,PM2.5,40,16,44,07/22/2010
2010-07-23,33,PM2.5,31,16,33,07/23/2010
2010-07-24,37,PM2.5,29,15,37,07/24/2010
2010-07-25,31,PM2.5,31,15,31,07/25/2010
2010-07-26,39,Ozone,39,14,37,07/26/2010
2010-07-27,38,PM2.5,33,14,38,07/27/2010
2010-07-28,44,PM2.5,39,13,44,07/28/2010
2010-07-29,47,Ozone,47,13,38,07/29/2010
2010-07-30,38,PM2.5,34,12,38,07/30/2010
2010-07-31,40,Ozone,40,12,35,07/31/2010
2010-08-01,39,PM2.5,38,14,39,08/01/2010
2010-08-02,54,PM2.5,40,17,54,08/02/2010
2010-08-03,61,PM2.5,29,20,61,08/03/2010
2010-08-04,48,PM2.5,34,23,48,08/04/2010
2010-08-05,52,PM2.5,33,26,52,08/05/2010
2010-08-06,52,PM2.5,41,29,52,08/06/2010
2010-08-07,59,PM2.5,45,27,59,08/07/2010
2010-08-08,34,PM2.5,20,25,34,08/08/2010
2010-08-09,34,Ozone,34,23,19,08/09/2010
2010-08-10,36,Ozone,36,21,28,08/10/2010
2010-08-11,41,Ozone,41,19,28,08/11/2010
2010-08-12,31,Ozone,31,18,28,08/12/2010
2010-08-13,23,Ozone,23,19,20,08/13/2010
2010-08-14,27,Ozone,27,20,22,08/14/2010
2010-08-15,32,Ozone,32,21,29,08/15/2010
2010-08-16,35,Ozone,35,22,34,08/16/2010
2010-08-17,33,Ozone,33,23,32,08/17/2010
2010-08-18,43,Ozone,43,24,38,08/18/2010
2010-08-19,46,Ozone,46,23,39,08/19/2010
2010-08-20,51,Ozone,51,22,30,08/20/2010
2010-08-21,49,Ozone,49,21,21,08/21/2010
2010-08-22,34,Ozone,34,20,24,08/22/2010
2010-08-23,31,Ozone,31,19,21,08/23/2010
2010-08-24,34,Ozone,34,19,23,08/24/2010
2010-08-25,32,Ozone,32,17,29,08/25/2010
2010-08-26,55,PM2.5,48,15,55,08/26/2010
2010-08-27,35,PM2.5,35,13,35,08/27/2010
2010-08-28,32,Ozone,32,11,22,08/28/2010
2010-08-29,23,Ozone,23,9,17,08/29/2010
2010-08-30,22,Ozone,22,8,17,08/30/2010
2010-08-31,27,Ozone,27,8,18,08/31/2010
2010-09-01,26,Ozone,26,9,6,09/01/2010
2010-09-02,27,Ozone,27,10,18,09/02/2010
2010-09-03,27,Ozone,27,11,23,09/03/2010
2010-09-04,38,Ozone,38,12,24,09/04/2010
2010-09-05,33,Ozone,33,13,23,09/05/2010
2010-09-06,23,Ozone,23,12,20,09/06/2010
2010-09-07,23,PM2.5,22,12,23,09/07/2010
2010-09-08,27,Ozone,27,12,23,09/08/2010
2010-09-09,25,PM2.5,19,11,25,09/09/2010
2010-09-10,24,Ozone,24,11,23,09/10/2010
2010-09-11,30,PM2.5,29,11,30,09/11/2010
2010-09-12,35,PM2.5,31,10,35,09/12/2010
2010-09-13,28,Ozone,28,9,23,09/13/2010
2010-09-14,27,Ozone,27,9,26,09/14/2010
2010-09-15,29,Ozone,29,8,25,09/15/2010
2010-09-16,25,PM2.5,19,7,25,09/16/2010
2010-09-17,24,Ozone,24,7,12,09/17/2010
2010-09-18,18,PM2.5,18,10,18,09/18/2010
2010-09-19,24,PM2.5,19,14,24,09/19/2010
2010-09-20,21,Ozone,21,18,15,09/20/2010
2010-09-21,27,Ozone,27,21,15,09/21/2010
2010-09-22,23,Ozone,23,25,15,09/22/2010
2010-09-23,32,PM2.5,20,29,32,09/23/2010
2010-09-24,26,Ozone,26,27,25,09/24/2010
2010-09-25,29,Ozone,29,26,28,09/25/2010
2010-09-26,50,PM2.5,18,25,50,09/26/2010
2010-09-27,32,PM2.5,22,24,32,09/27/2010
2010-09-28,38,PM2.5,28,23,38,09/28/2010
2010-09-29,25,PM2.5,22,22,25,09/29/2010
2010-09-30,41,Ozone,41,23,29,09/30/2010
2010-10-01,40,PM2.5,33,25,40,10/01/2010
2010-10-02,75,PM2.5,25,26,75,10/02/2010
2010-10-03,55,PM2.5,19,28,55,10/03/2010
2010-10-04,46,PM2.5,12,29,46,10/04/2010
2010-10-05,44,PM2.5,23,31,44,10/05/2010
2010-10-06,47,PM2.5,14,28,47,10/06/2010
2010-10-07,52,PM2.5,10,25,52,10/07/2010
2010-10-08,42,PM2.5,25,22,42,10/08/2010
2010-10-09,37,PM2.5,26,19,37,10/09/2010
2010-10-10,39,PM2.5,22,15,39,10/10/2010
2010-10-11,26,Ozone,26,13,22,10/11/2010
2010-10-12,31,Ozone,31,14,26,10/12/2010
2010-10-13,37,PM2.5,19,16,37,10/13/2010
2010-10-14,41,PM2.5,20,18,41,10/14/2010
2010-10-15,50,PM2.5,39,20,50,10/15/2010
2010-10-16,34,PM2.5,31,22,34,10/16/2010
2010-10-17,45,PM2.5,30,24,45,10/17/2010
2010-10-18,52,PM2.5,30,25,52,10/18/2010
2010-10-19,53,PM2.5,36,27,53,10/19/2010
2010-10-20,51,PM2.5,26,29,51,10/20/2010
2010-10-21,53,PM2.5,25,30,53,10/21/2010
2010-10-22,59,PM2.5,17,32,59,10/22/2010
2010-10-23,81,PM2.5,14,34,81,10/23/2010
2010-10-24,36,PM2.5,28,31,36,10/24/2010
2010-10-25,27,Ozone,27,28,14,10/25/2010
2010-10-26,30,Ozone,30,25,25,10/26/2010
2010-10-27,66,PM2.5,24,22,66,10/27/2010
2010-10-28,58,PM2.5,17,19,58,10/28/2010
2010-10-29,57,PM2.5,17,17,57,10/29/2010
2010-10-30,50,PM2.5,16,22,50,10/30/2010
2010-10-31,48,PM2.5,23,27,48,10/31/2010
2010-11-01,54,PM2.5,21,32,54,11/01/2010
2010-11-02,39,PM2.5,20,37,39,11/02/2010
2010-11-03,51,PM2.5,19,42,51,11/03/2010
2010-11-04,59,PM2.5,11,48,59,11/04/2010
2010-11-05,66,PM2.5,5,45,66,11/05/2010
2010-11-06,65,PM2.5,6,42,65,11/06/2010
2010-11-07,62,PM2.5,24,39,62,11/07/2010
2010-11-08,46,PM2.5,19,36,46,11/08/2010
2010-11-09,67,PM2.5,30,33,67,11/09/2010
2010-11-10,61,PM2.5,25,30,61,11/10/2010
2010-11-11,77,PM2.5,13,27,77,11/11/2010
2010-11-12,69,PM2.5,22,24,69,11/12/2010
2010-11-13,57,PM2.5,27,21,57,11/13/2010
2010-11-14,65,PM2.5,24,18,65,11/14/2010
2010-11-15,43,PM2.5,19,14,43,11/15/2010
2010-11-16,29,Ozone,29,12,21,11/16/2010
2010-11-17,70,PM2.5,25,16,70,11/17/2010
2010-11-18,40,PM2.5,31,21,40,11/18/2010
2010-11-19,38,PM2.5,31,25,38,11/19/2010
2010-11-20,29,PM2.5,29,30,29,11/20/2010
2010-11-21,28,Ozone,28,34,20,11/21/2010
2010-11-22,57,PM2.5,27,39,57,11/22/2010
2010-11-23,41,PM2.5,30,35,41,11/23/2010
2010-11-24,59,PM2.5,26,32,59,11/24/2010
2010-11-25,67,PM2.5,25,29,67,11/25/2010
2010-11-26,50,PM2.5,20,25,50,11/26/2010
2010-11-27,48,PM2.5,13,22,48,11/27/2010
2010-11-28,62,PM2.5,34,19,62,11/28/2010
2010-11-29,52,PM2.5,31,17,52,11/29/2010
2010-11-30,54,PM2.5,28,16,54,11/30/2010
2010-12-01,95,PM2.5,19,15,95,12/01/2010
2010-12-02,59,PM2.5,17,14,59,12/02/2010
2010-12-03,38,PM2.5,28,13,38,12/03/2010
2010-12-04,53,PM2.5,30,12,53,12/04/2010
2010-12-05,31,Ozone,31,12,24,12/05/2010
2010-12-06,44,PM2.5,19,13,44,12/06/2010
2010-12-07,62,PM2.5,12,13,62,12/07/2010
2010-12-08,79,PM2.5,17,14,79,12/08/2010
2010-12-09,59,PM2.5,26,14,59,12/09/2010
2010-12-10,53,PM2.5,24,15,53,12/10/2010
2010-12-11,60,PM2.5,23,17,60,12/11/2010
2010-12-12,46,PM2.5,17,19,46,12/12/2010
2010-12-13,54,PM2.5,9,22,54,12/13/2010
2010-12-14,37,Ozone,37,24,20,12/14/2010
2010-12-15,35,Ozone,35,26,29,12/15/2010
2010-12-16,62,PM2.5,24,29,62,12/16/2010
2010-12-17,57,PM2.5,27,27,57,12/17/2010
2010-12-18,40,PM2.5,29,26,40,12/18/2010
2010-12-19,44,PM2.5,30,24,44,12/19/2010
2010-12-20,46,PM2.5,30,23,46,12/20/2010
2010-12-21,64,PM2.5,18,21,64,12/21/2010
2010-12-22,67,PM2.5,22,20,67,12/22/2010
2010-12-23,62,PM2.5,17,18,62,12/23/2010
2010-12-24,60,PM2.5,17,17,60,12/24/2010
2010-12-25,91,PM2.5,13,15,91,12/25/2010
2010-12-26,70,PM2.5,37,14,70,12/26/2010
2010-12-27,37,Ozone,37,12,31,12/27/2010
2010-12-28,42,PM2.5,29,11,42,12/28/2010
2010-12-29,36,Ozone,36,12,22,12/29/2010
2010-12-30,34,Ozone,34,14,33,12/30/2010
2010-12-31,60,PM2.5,29,15,60,12/31/2010
2011-01-01,67,PM2.5,29,17,67,01/01/2011
2011-01-02,56,PM2.5,30,18,56,01/02/2011
2011-01-03,64,PM2.5,30,20,64,01/03/2011
2011-01-04,51,PM2.5,25,17,51,01/04/2011
2011-01-05,57,PM2.5,33,15,57,01/05/2011
2011-01-06,57,PM2.5,36,13,57,01/06/2011
2011-01-07,47,PM2.5,32,11,47,01/07/2011
2011-01-08,35,Ozone,35,9,12,01/08/2011
2011-01-09,32,Ozone,32,7,21,01/09/2011
2011-01-10,45,PM2.5,27,8,45,01/10/2011
2011-01-11,54,PM2.5,24,9,54,01/11/2011
2011-01-12,66,PM2.5,17,10,66,01/12/2011
2011-01-13,63,PM2.5,26,11,63,01/13/2011
2011-01-14,52,PM2.5,31,12,52,01/14/2011
2011-01-15,52,PM2.5,23,14,52,01/15/2011
2011-01-16,36,PM2.5,26,14,36,01/16/2011
2011-01-17,51,PM2.5,28,15,51,01/17/2011
2011-01-18,42,PM2.5,32,15,42,01/18/2011
2011-01-19,51,PM2.5,31,16,51,01/19/2011
2011-01-20,42,PM2.5,33,16,42,01/20/2011
2011-01-21,57,PM2.5,26,17,57,01/21/2011
2011-01-22,32,PM2.5,27,19,32,01/22/2011
2011-01-23,33,PM2.5,30,21,33,01/23/2011
2011-01-24,58,PM2.5,24,24,58,01/24/2011
2011-01-25,70,PM2.5,14,26,70,01/25/2011
2011-01-26,50,PM2.5,20,28,50,01/26/2011
2011-01-27,86,PM2.5,19,31,86,01/27/2011
2011-01-28,59,PM2.5,15,34,59,01/28/2011
2011-01-29,40,PM2.5,28,37,40,01/29/2011
2011-01-30,30,Ozone,30,40,24,01/30/2011
2011-01-31,55,PM2.5,31,43,55,01/31/2011
2011-02-01,65,PM2.5,31,46,65,02/01/2011
2011-02-02,67,PM2.5,31,50,67,02/02/2011
2011-02-03,66,PM2.5,28,44,66,02/03/2011
2011-02-04,76,PM2.5,20,38,76,02/04/2011
2011-02-05,55,PM2.5,32,32,55,02/05/2011
2011-02-06,33,Ozone,33,26,19,02/06/2011
2011-02-07,34,Ozone,34,20,25,02/07/2011
2011-02-08,36,Ozone,36,15,34,02/08/2011
2011-02-09,55,PM2.5,29,19,55,02/09/2011
2011-02-10,60,PM2.5,33,23,60,02/10/2011
2011-02-11,51,PM2.5,40,27,51,02/11/2011
2011-02-12,42,Ozone,42,31,40,02/12/2011
2011-02-13,44,Ozone,44,35,15,02/13/2011
2011-02-14,56,PM2.5,39,39,56,02/14/2011
2011-02-15,40,Ozone,40,35,21,02/15/2011
2011-02-16,35,Ozone,35,32,32,02/16/2011
2011-02-17,40,Ozone,40,28,35,02/17/2011
2011-02-18,35,PM2.5,30,25,35,02/18/2011
2011-02-19,42,PM2.5,37,21,42,02/19/2011
2011-02-20,37,PM2.5,37,18,37,02/20/2011
2011-02-21,41,Ozone,41,20,36,02/21/2011
2011-02-22,36,Ozone,36,22,25,02/22/2011
2011-02-23,40,Ozone,40,24,28,02/23/2011
2011-02-24,39,Ozone,39,26,26,02/24/2011
2011-02-25,38,Ozone,38,28,34,02/25/2011
2011-02-26,59,PM2.5,35,31,59,02/26/2011
2011-02-27,40,PM2.5,39,29,40,02/27/2011
2011-02-28,43,Ozone,43,27,15,02/28/2011
2011-03-01,35,Ozone,35,25,23,03/01/2011
2011-03-02,56,PM2.5,27,23,56,03/02/2011
2011-03-03,44,Ozone,44,21,33,03/03/2011
2011-03-04,44,Ozone,44,19,33,03/04/2011
2011-03-05,51,PM2.5,37,17,51,03/05/2011
2011-03-06,43,Ozone,43,16,32,03/06/2011
2011-03-07,44,PM2.5,43,15,44,03/07/2011
2011-03-08,54,PM2.5,44,14,54,03/08/2011
2011-03-09,42,Ozone,42,13,39,03/09/2011
2011-03-10,41,PM2.5,39,12,41,03/10/2011
2011-03-11,44,Ozone,44,12,23,03/11/2011
2011-03-12,44,Ozone,44,13,36,03/12/2011
2011-03-13,48,Ozone,48,13,43,03/13/2011
2011-03-14,50,Ozone,50,14,26,03/14/2011
2011-03-15,46,PM2.5,42,14,46,03/15/2011
2011-03-16,44,Ozone,44,15,27,03/16/2011
2011-03-17,44,Ozone,44,14,28,03/17/2011
2011-03-18,44,Ozone,44,13,33,03/18/2011
2011-03-19,45,PM2.5,38,12,45,03/19/2011
2011-03-20,44,Ozone,44,11,30,03/20/2011
2011-03-21,38,Ozone,38,10,23,03/21/2011
2011-03-22,42,PM2.5,33,9,42,03/22/2011
2011-03-23,45,Ozone,45,10,38,03/23/2011
2011-03-24,43,Ozone,43,12,29,03/24/2011
2011-03-25,42,Ozone,42,14,28,03/25/2011
2011-03-26,45,Ozone,45,15,29,03/26/2011
2011-03-27,40,Ozone,40,17,24,03/27/2011
2011-03-28,38,Ozone,38,19,28,03/28/2011
2011-03-29,38,Ozone,38,18,35,03/29/2011
2011-03-30,39,PM2.5,29,17,39,03/30/2011
2011-03-31,27,Ozone,27,16,20,03/31/2011
2011-04-01,39,Ozone,39,15,27,04/01/2011
2011-04-02,50,Ozone,50,14,28,04/02/2011
2011-04-03,48,Ozone,48,13,25,04/03/2011
2011-04-04,40,Ozone,40,16,25,04/04/2011
2011-04-05,45,Ozone,45,19,18,04/05/2011
2011-04-06,44,Ozone,44,22,27,04/06/2011
2011-04-07,51,Ozone,51,25,35,04/07/2011
2011-04-08,50,Ozone,50,28,38,04/08/2011
2011-04-09,58,Ozone,58,31,39,04/09/2011
2011-04-10,44,Ozone,44,29,38,04/10/2011
2011-04-11,49,Ozone,49,27,28,04/11/2011
2011-04-12,51,Ozone,51,25,31,04/12/2011
2011-04-13,47,Ozone,47,23,33,04/13/2011
2011-04-14,46,Ozone,46,21,25,04/14/2011
2011-04-15,51,Ozone,51,19,26,04/15/2011
2011-04-16,37,Ozone,37,19,27,04/16/2011
2011-04-17,41,Ozone,41,20,15,04/17/2011
2011-04-18,43,Ozone,43,21,31,04/18/2011
2011-04-19,45,Ozone,45,22,33,04/19/2011
2011-04-20,46,Ozone,46,23,30,04/20/2011
2011-04-21,44,Ozone,44,24,28,04/21/2011
2011-04-22,44,Ozone,44,21,41,04/22/2011
2011-04-23,48,Ozone,48,18,44,04/23/2011
2011-04-24,51,Ozone,51,16,40,04/24/2011
2011-04-25,45,Ozone,45,20,29,04/25/2011
2011-04-26,40,Ozone,40,25,19,04/26/2011
2011-04-27,41,Ozone,41,30,20,04/27/2011
2011-04-28,45,Ozone,45,26,23,04/28/2011
2011-04-29,37,Ozone,37,23,23,04/29/2011
2011-04-30,34,Ozone,34,19,30,04/30/2011
2011-05-01,43,Ozone,43,16,33,05/01/2011
2011-05-02,46,Ozone,46,12,29,05/02/2011
2011-05-03,42,Ozone,42,9,20,05/03/2011
2011-05-04,42,Ozone,42,11,27,05/04/2011
2011-05-05,44,Ozone,44,13,32,05/05/2011
2011-05-06,42,Ozone,42,15,23,05/06/2011
2011-05-07,36,Ozone,36,17,19,05/07/2011
2011-05-08,46,Ozone,46,19,20,05/08/2011
2011-05-09,41,Ozone,41,22,20,05/09/2011
2011-05-10,28,PM2.5,44,20,28,05/10/2011
2011-05-11,47,Ozone,47,19,39,05/11/2011
2011-05-12,39,Ozone,39,18,29,05/12/2011
2011-05-13,49,Ozone,49,16,26,05/13/2011
2011-05-14,51,Ozone,51,15,21,05/14/2011
2011-05-15,42,Ozone,42,14,21,05/15/2011
2011-05-16,44,Ozone,44,15,22,05/16/2011
2011-05-17,46,Ozone,46,16,32,05/17/2011
2011-05-18,47,Ozone,47,17,43,05/18/2011
2011-05-19,49,Ozone,49,18,31,05/19/2011
2011-05-20,46,Ozone,46,19,33,05/20/2011
2011-05-21,61,Ozone,61,20,40,05/21/2011
2011-05-22,41,Ozone,41,17,35,05/22/2011
2011-05-23,40,PM2.5,27,15,40,05/23/2011
2011-05-24,25,Ozone,25,12,19,05/24/2011
2011-05-25,26,Ozone,26,10,18,05/25/2011
2011-05-26,38,Ozone,38,7,19,05/26/2011
2011-05-27,34,Ozone,34,5,15,05/27/2011
2011-05-28,33,Ozone,33,5,22,05/28/2011
2011-05-29,51,Ozone,51,6,36,05/29/2011
2011-05-30,46,Ozone,46,7,28,05/30/2011
2011-05-31,44,Ozone,44,7,30,05/31/2011
2011-06-01,40,Ozone,40,8,29,06/01/2011
2011-06-02,36,Ozone,36,9,25,06/02/2011
2011-06-03,24,PM2.5,24,8,24,06/03/2011
2011-06-04,34,Ozone,34,8,21,06/04/2011
2011-06-05,44,Ozone,44,7,30,06/05/2011
2011-06-06,37,Ozone,37,7,36,06/06/2011
2011-06-07,40,Ozone,40,6,26,06/07/2011
2011-06-08,33,Ozone,33,6,22,06/08/2011
2011-06-09,38,Ozone,38,6,35,06/09/2011
2011-06-10,38,Ozone,38,7,25,06/10/2011
2011-06-11,41,Ozone,41,7,32,06/11/2011
2011-06-12,46,Ozone,46,8,30,06/12/2011
2011-06-13,31,Ozone,31,8,30,06/13/2011
2011-06-14,30,Ozone,30,9,26,06/14/2011
2011-06-15,34,Ozone,34,9,27,06/15/2011
2011-06-16,23,Ozone,23,9,16,06/16/2011
2011-06-17,28,PM2.5,14,10,28,06/17/2011
2011-06-18,38,PM2.5,20,10,38,06/18/2011
2011-06-19,26,PM2.5,17,10,26,06/19/2011
2011-06-20,32,PM2.5,28,11,32,06/20/2011
2011-06-21,43,Ozone,43,10,33,06/21/2011
2011-06-22,50,Ozone,50,10,35,06/22/2011
2011-06-23,37,Ozone,37,10,36,06/23/2011
2011-06-24,40,Ozone,40,9,21,06/24/2011
2011-06-25,38,Ozone,38,9,22,06/25/2011
2011-06-26,31,Ozone,31,9,25,06/26/2011
2011-06-27,36,Ozone,36,9,34,06/27/2011
2011-06-28,38,PM2.5,37,10,38,06/28/2011
2011-06-29,36,PM2.5,32,11,36,06/29/2011
2011-06-30,32,Ozone,32,12,20,06/30/2011
2011-07-01,36,Ozone,36,13,23,07/01/2011
2011-07-02,41,Ozone,41,14,29,07/02/2011
2011-07-03,43,PM2.5,42,14,43,07/03/2011
2011-07-04,56,PM2.5,44,15,56,07/04/2011
2011-07-05,49,PM2.5,43,16,49,07/05/2011
2011-07-06,48,PM2.5,43,17,48,07/06/2011
2011-07-07,53,PM2.5,42,18,53,07/07/2011
2011-07-08,46,PM2.5,40,19,46,07/08/2011
2011-07-09,18,PM2.5,38,17,18,07/09/2011
2011-07-10,24,PM2.5,36,16,24,07/10/2011
2011-07-11,28,PM2.5,34,15,28,07/11/2011
2011-07-12,32,Ozone,32,13,23,07/12/2011
2011-07-13,34,Ozone,34,12,19,07/13/2011
2011-07-14,32,Ozone,32,11,16,07/14/2011
2011-07-15,29,Ozone,29,11,18,07/15/2011
2011-07-16,41,Ozone,41,11,21,07/16/2011
2011-07-17,38,Ozone,38,11,24,07/17/2011
2011-07-18,38,Ozone,38,11,20,07/18/2011
2011-07-19,33,Ozone,33,11,16,07/19/2011
2011-07-20,31,Ozone,31,11,13,07/20/2011
2011-07-21,26,Ozone,26,11,13,07/21/2011
2011-07-22,21,Ozone,21,11,13,07/22/2011
2011-07-23,30,Ozone,30,11,14,07/23/2011
2011-07-24,32,Ozone,32,11,16,07/24/2011
2011-07-25,21,Ozone,21,11,19,07/25/2011
2011-07-26,22,PM2.5,17,12,22,07/26/2011
2011-07-27,31,Ozone,31,14,23,07/27/2011
2011-07-28,36,Ozone,36,16,24,07/28/2011
2011-07-29,40,Ozone,40,18,25,07/29/2011
2011-07-30,38,Ozone,38,20,24,07/30/2011
2011-07-31,39,Ozone,39,22,23,07/31/2011
2011-08-01,26,Ozone,26,25,23,08/01/2011
2011-08-02,35,Ozone,35,23,24,08/02/2011
2011-08-03,42,Ozone,42,21,25,08/03/2011
2011-08-04,38,Ozone,38,20,27,08/04/2011
2011-08-05,39,Ozone,39,18,26,08/05/2011
2011-08-06,41,Ozone,41,16,25,08/06/2011
2011-08-07,38,Ozone,38,15,24,08/07/2011
2011-08-08,42,Ozone,42,14,23,08/08/2011
2011-08-09,46,Ozone,46,14,23,08/09/2011
2011-08-10,45,Ozone,45,14,23,08/10/2011
2011-08-11,42,Ozone,42,13,25,08/11/2011
2011-08-12,43,Ozone,43,13,27,08/12/2011
2011-08-13,41,Ozone,41,13,29,08/13/2011
2011-08-14,44,Ozone,44,14,25,08/14/2011
2011-08-15,31,Ozone,31,15,22,08/15/2011
2011-08-16,35,Ozone,35,16,19,08/16/2011
2011-08-17,37,Ozone,37,18,18,08/17/2011
2011-08-18,38,Ozone,38,16,18,08/18/2011
2011-08-19,35,Ozone,35,14,18,08/19/2011
2011-08-20,35,Ozone,35,14,25,08/20/2011
2011-08-21,37,Ozone,37,19,32,08/21/2011
2011-08-22,44,Ozone,44,20,40,08/22/2011
2011-08-23,34,Ozone,34,16,36,08/23/2011
2011-08-24,32,Ozone,32,20,33,08/24/2011
2011-08-25,36,Ozone,36,27,30,08/25/2011
2011-08-26,28,Ozone,28,24,36,08/26/2011
2011-08-27,43,PM2.5,43,23,43,08/27/2011
2011-08-28,58,PM2.5,40,26,58,08/28/2011
2011-08-29,45,Ozone,45,24,44,08/29/2011
2011-08-30,48,PM2.5,42,25,48,08/30/2011
2011-08-31,31,Ozone,31,14,25,08/31/2011
2011-09-01,26,Ozone,26,6,14,09/01/2011
2011-09-02,32,Ozone,32,10,21,09/02/2011
2011-09-03,29,Ozone,29,9,14,09/03/2011
2011-09-04,31,Ozone,31,14,25,09/04/2011
2011-09-05,34,Ozone,34,18,32,09/05/2011
2011-09-06,41,Ozone,41,27,35,09/06/2011
2011-09-07,31,Ozone,31,28,50,09/07/2011
2011-09-08,66,PM2.5,28,41,66,09/08/2011
2011-09-09,60,PM2.5,29,34,60,09/09/2011
2011-09-10,58,PM2.5,32,30,58,09/10/2011
2011-09-11,61,PM2.5,39,35,61,09/11/2011
2011-09-12,62,PM2.5,40,46,62,09/12/2011
2011-09-13,44,PM2.5,33,35,44,09/13/2011
2011-09-14,47,PM2.5,32,31,47,09/14/2011
2011-09-15,60,PM2.5,32,30,60,09/15/2011
2011-09-16,33,Ozone,33,26,27,09/16/2011
2011-09-17,34,PM2.5,34,14,34,09/17/2011
2011-09-18,25,Ozone,25,10,14,09/18/2011
2011-09-19,33,Ozone,33,6,16,09/19/2011
2011-09-20,20,Ozone,20,11,18,09/20/2011
2011-09-21,30,Ozone,30,18,24,09/21/2011
2011-09-22,44,PM2.5,30,28,44,09/22/2011
2011-09-23,53,PM2.5,35,27,53,09/23/2011
2011-09-24,44,PM2.5,28,16,44,09/24/2011
2011-09-25,41,PM2.5,34,20,41,09/25/2011
2011-09-26,34,Ozone,34,5,8,09/26/2011
2011-09-27,31,Ozone,31,14,16,09/27/2011
2011-09-28,35,Ozone,35,13,13,09/28/2011
2011-09-29,29,Ozone,29,19,20,09/29/2011
2011-09-30,40,PM2.5,31,29,40,09/30/2011
2011-10-01,59,PM2.5,25,27,59,10/01/2011
2011-10-02,54,PM2.5,31,20,54,10/02/2011
2011-10-03,60,PM2.5,23,29,60,10/03/2011
2011-10-04,62,PM2.5,27,22,62,10/04/2011
2011-10-05,48,PM2.5,21,11,48,10/05/2011
2011-10-06,21,Ozone,21,7,18,10/06/2011
2011-10-07,20,PM2.5,12,7,20,10/07/2011
