"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"10/09/2007","42","PM10","White Fish Dead End","30-029-0009","AQS","14","19","42","37"
"10/10/2007","38","PM10","White Fish Dead End","30-029-0009","AQS","11","31","38","."
"10/11/2007","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","30",".","."
"10/12/2007","35","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","13","23",".","35"
"10/13/2007","35","PM10","White Fish Dead End","30-029-0009","AQS","13","28","35","."
"10/14/2007","30","PM10","White Fish Dead End","30-029-0009","AQS","9","23","30","."
"10/15/2007","58","PM2.5","White Fish Dead End","30-029-0009","AQS","13","20","51","58"
"10/16/2007","45","PM10","White Fish Dead End","30-029-0009","AQS","13","21","45","."
"10/17/2007","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","30","21","."
"10/18/2007","45","PM2.5","White Fish Dead End","30-029-0009","AQS","11","32","22","45"
"10/19/2007","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","29","11","."
"10/20/2007","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","29","12","."
"10/21/2007","42","PM2.5","White Fish Dead End","30-029-0009","AQS","11","26","18","42"
"10/22/2007","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","26","13","."
"10/23/2007","32","PM10","White Fish Dead End","30-029-0009","AQS","13","21","32","."
"10/24/2007","52","PM10","White Fish Dead End","30-029-0009","AQS","13","30","52","41"
"10/25/2007","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","34","18","."
"10/26/2007","36","PM10","White Fish Dead End","30-029-0009","AQS","10","29","36","."
"10/27/2007","61","PM2.5","White Fish Dead End","30-029-0009","AQS","10","25","40","61"
"10/28/2007","38","PM10","White Fish Dead End","30-029-0009","AQS","14","28","38","."
"10/29/2007","50","PM10","White Fish Dead End","30-029-0009","AQS","14","36","50","."
"10/30/2007","51","PM2.5","White Fish Dead End","30-029-0009","AQS","13","36","33","51"
"10/31/2007","56","PM10","White Fish Dead End","30-029-0009","AQS","11","31","56","."
"11/01/2007","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","37","30","."
"11/02/2007","56","PM2.5","White Fish Dead End","30-029-0009","AQS","13","31","47","56"
"11/03/2007","38","PM10","White Fish Dead End","30-029-0009","AQS","13","36","38","."
"11/04/2007","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","33","13","."
"11/05/2007","37","PM10","White Fish Dead End","30-029-0009","AQS","16","31","37","31"
"11/06/2007","51","PM10","White Fish Dead End","30-029-0009","AQS","15","16","51","."
"11/07/2007","31","PM10","White Fish Dead End","30-029-0009","AQS","14","25","31","."
"11/08/2007","49","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","14","16","17","49"
"11/09/2007","34","PM10","White Fish Dead End","30-029-0009","AQS","14","15","34","."
"11/10/2007","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","29","18","."
"11/11/2007","59","PM2.5","White Fish Dead End","30-029-0009","AQS","17","24","27","59"
"11/12/2007","31","PM10","White Fish Dead End","30-029-0009","AQS","17",".","31","."
"11/13/2007","18","PM10","White Fish Dead End","30-029-0009","AQS","7",".","18","."
"11/14/2007","62","PM2.5","White Fish Dead End","30-029-0009","AQS","13","27","59","62"
"11/15/2007","49","PM10","Kalispell Flathead Electric","30-029-0047","AQS","23","17","49","."
"11/16/2007","26","PM10","Kalispell Flathead Electric","30-029-0047","AQS","20","17","26","."
"11/17/2007","45","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","16","31","12","45"
"11/18/2007","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","31","15","."
"11/19/2007","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","29","17","."
"11/20/2007","54","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","13","27","33","54"
"11/21/2007","26","PM10","Kalispell Flathead Electric","30-029-0047","AQS","11","25","26","."
"11/22/2007","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","25","16","."
"11/23/2007","54","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","15","25","29","54"
"11/24/2007","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","27","25","."
"11/25/2007","35","PM10","White Fish Dead End","30-029-0009","AQS","10","27","35","."
"11/26/2007","58","PM2.5","White Fish Dead End","30-029-0009","AQS","18","23","49","58"
"11/27/2007","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","24","20","."
"11/28/2007","30","PM10","White Fish Dead End","30-029-0009","AQS","10","26","30","."
"11/29/2007","54","PM2.5","White Fish Dead End","30-029-0009","AQS","13","29","21","54"
"11/30/2007","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","34","28","."
"12/01/2007","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","34","18","."
"12/02/2007","33","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","10","32","13","33"
"12/03/2007","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","26","11","."
"12/04/2007","15","PM10","White Fish Dead End","30-029-0009","AQS","8",".","15","."
"12/05/2007","54","PM2.5","White Fish Dead End","30-029-0009","AQS","9","26","39","54"
"12/06/2007","62","PM10","White Fish Dead End","30-029-0009","AQS","16","38","62","."
"12/07/2007","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","38","35","."
"12/08/2007","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","29","16","25"
"12/09/2007","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","20","17","."
"12/10/2007","17","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","17","13","."
"12/11/2007","45","PM2.5","White Fish Dead End","30-029-0009","AQS","11","22","14","45"
"12/12/2007","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","30","13","."
"12/13/2007","31","PM10","Kalispell Flathead Electric","30-029-0047","AQS","16","23","31","."
"12/14/2007","58","PM2.5","White Fish Dead End","30-029-0009","AQS","20","22","28","58"
"12/15/2007","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","33","15","."
"12/16/2007","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","18","."
"12/17/2007","56","PM2.5","White Fish Dead End","30-029-0009","AQS","16","31","19","56"
"12/18/2007","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","28","16","."
"12/19/2007","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","35","9","."
"12/20/2007","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","12","23"
"12/21/2007","56","PM10","White Fish Dead End","30-029-0009","AQS","18","33","56","."
"12/22/2007","39","PM10","White Fish Dead End","30-029-0009","AQS","16","29","39","."
"12/23/2007","42","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","15","26","11","42"
"12/24/2007","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","30","6","."
"12/25/2007","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","28","10","."
"12/26/2007","44","PM2.5","White Fish Dead End","30-029-0009","AQS","10","28","14","44"
"12/27/2007","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","25","19","."
"12/28/2007","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","26","13","."
"12/29/2007","52","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","17","30","12","52"
"12/30/2007","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","31","13","."
"12/31/2007","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","29","18","."
