"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"05/01/2000","38","PM10","","30-029-0039","AQS","11",".","38","."
"05/02/2000","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","31","23","."
"05/03/2000","27","PM2.5","","30-029-0039","AQS","14","27","17","27"
"05/04/2000","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","44","19","."
"05/05/2000","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","45","19","."
"05/06/2000","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","42","12","14"
"05/07/2000","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","13","."
"05/08/2000","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","44","27","."
"05/09/2000","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","33","7","17"
"05/10/2000","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","17","6"
"05/11/2000","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","21","."
"05/12/2000","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","35","19","17"
"05/13/2000","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","40","15","9"
"05/14/2000","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","39","19","."
"05/15/2000","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","36","24","26"
"05/16/2000","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","46","21","."
"05/17/2000","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","27","27"
"05/18/2000","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","18","31"
"05/19/2000","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","34","19","."
"05/20/2000","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","19","22"
"05/21/2000","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","34","19","30"
"05/22/2000","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","46","21","."
"05/23/2000","64","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","64","25","."
"05/24/2000","54","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","54","28","33"
"05/25/2000","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","61","26","."
"05/26/2000","47","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","47","29","."
"05/27/2000","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","33","12","15"
"05/28/2000","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","10","."
"05/29/2000","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","35","11","."
"05/30/2000","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","39","12","13"
"05/31/2000","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","40","13","9"
"06/01/2000","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","40","17","."
"06/02/2000","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","36","21","22"
"06/03/2000","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","45","17","15"
"06/04/2000","18","PM10","","30-029-0039","AQS","8",".","18","."
"06/05/2000","41","PM10","","30-029-0039","AQS","9",".","41","39"
"06/06/2000","23","PM10","","30-029-0039","AQS","9",".","23","."
"06/07/2000","28","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10",".","28","28"
"06/08/2000","23","PM2.5","","30-029-0039","AQS","8",".","23","23"
"06/09/2000","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","30","10","."
"06/10/2000","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","31","9","8"
"06/11/2000","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","26","9","8"
"06/12/2000","15","PM10","","30-029-0039","AQS","7","12","15","."
"06/13/2000","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","28","15","."
"06/14/2000","18","PM2.5","","30-029-0039","AQS","6","16","18","18"
"06/15/2000","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","22","14","."
"06/16/2000","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","23","12","."
"06/17/2000","14","PM2.5","","30-029-0039","AQS","6",".","12","14"
"06/18/2000","15","PM10","","30-029-0039","AQS","7",".","15","."
"06/19/2000","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","27","11","."
"06/20/2000","20","PM2.5","","30-029-0039","AQS","5",".","18","20"
"06/21/2000","20","PM10","","30-029-0039","AQS","5",".","20","17"
"06/22/2000","12","PM10","","30-029-0039","AQS","3",".","12","."
"06/23/2000","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","42","24","26"
"06/24/2000","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","23","22","16"
"06/25/2000","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","31","11","."
"06/26/2000","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","30","13","21"
"06/27/2000","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","37","24","."
"06/28/2000","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","34","28","27"
"06/29/2000","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","38","27","33"
"06/30/2000","43","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","43","31","."
"07/01/2000","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","44","25","35"
"07/02/2000","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","3","39","20","22"
"07/03/2000","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","27","19","."
"07/04/2000","30","PM10","","30-029-0039","AQS","3","20","30","."
"07/05/2000","28","PM2.5","","30-029-0039","AQS","3","26","18","28"
"07/06/2000","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","23","10","."
"07/07/2000","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","30","15","."
"07/08/2000","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","31","19","27"
"07/09/2000","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","35","11","."
"07/10/2000","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","33","17","."
"07/11/2000","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","32","20","26"
"07/12/2000","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","41","26","26"
"07/13/2000","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","42","24","."
"07/14/2000","46","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","46","29","28"
"07/15/2000","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","39","17","11"
"07/16/2000","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","5","31","17","."
"07/17/2000","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","35","24","24"
"07/18/2000","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","37","35","."
"07/19/2000","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","45","33","38"
"07/20/2000","45","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","45","30","34"
"07/21/2000","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","44","39","."
"07/22/2000","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","38","30","33"
"07/23/2000","31","PM2.5","","30-029-0039","AQS","7","31","31","31"
"07/24/2000","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","31","19","."
"07/25/2000","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","24","."
"07/26/2000","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","39","25","32"
"07/27/2000","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","38","30","."
"07/28/2000","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","31","27","."
"07/29/2000","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","31","24","28"
"07/30/2000","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","28","26","."
"07/31/2000","43","PM10","Kalispell Flathead Electric","30-029-0047","AQS","11","30","43","."
"08/01/2000","43","PM2.5","","30-029-0039","AQS","14","40","37","43"
"08/02/2000","50","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","45","33","50"
"08/03/2000","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","40","32","."
"08/04/2000","53","PM10","Kalispell Flathead Electric","30-029-0047","AQS","14","41","53","."
"08/05/2000","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","36","26","33"
"08/06/2000","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","42","28","."
"08/07/2000","40","PM2.5","","30-029-0039","AQS","11","39","25","40"
"08/08/2000","51","PM10","Kalispell Flathead Electric","30-029-0047","AQS","14","44","51","."
"08/09/2000","132","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","45","55","132"
"08/10/2000","85","PM2.5","","30-029-0039","AQS","20","42","55","85"
"08/11/2000","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","42","23","."
"08/12/2000","44","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","44","20","28"
"08/13/2000","54","PM2.5","","30-029-0039","AQS","13","46","22","54"
"08/14/2000","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","41","30","."
"08/15/2000","42","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","42","38","."
"08/16/2000","64","PM2.5","","30-029-0039","AQS","15","39","36","64"
"08/17/2000","51","PM10","","30-029-0039","AQS","14","44","51","."
"08/18/2000","61","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","16","61","55","."
"08/19/2000","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","31","25","29"
"08/20/2000","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","31","19","."
"08/21/2000","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","31","30","."
"08/22/2000","86","PM2.5","","30-029-0039","AQS","13","36","51","86"
"08/23/2000","71","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","44","57","71"
"08/24/2000","77","PM10","","30-029-0039","AQS","23","27","77","."
"08/25/2000","72","PM2.5","","30-029-0039","AQS","16","50","40","72"
"08/26/2000","56","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","42","33","56"
"08/27/2000","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","33","19","."
"08/28/2000","42","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","10","38","26","42"
"08/29/2000","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","41","33","."
"08/30/2000","24","PM10","","30-029-0039","AQS","13","16","24","."
"08/31/2000","60","PM2.5","","30-029-0039","AQS","14","29","32","60"
"09/01/2000","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","20","19","."
"09/02/2000","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","23","6","."
"09/03/2000","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","27","9","14"
"09/04/2000","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","30","10","."
"09/05/2000","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","25","11","."
"09/06/2000","22","PM2.5","","30-029-0039","AQS","6","13","11","22"
"09/07/2000","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","26","17","."
"09/08/2000","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","31","18","."
"09/09/2000","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","25","9","13"
"09/10/2000","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","6","20","8","."
"09/11/2000","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","15","22","14","."
"09/12/2000","29","PM2.5","","30-029-0039","AQS","14","27","23","29"
"09/13/2000","31","PM10","Kalispell Flathead Electric","30-029-0047","AQS","13","31","31","."
"09/14/2000","36","PM10","Kalispell Flathead Electric","30-029-0047","AQS","13","21","36","."
"09/15/2000","52","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","16","18","41","52"
"09/16/2000","45","PM10","Kalispell Flathead Electric","30-029-0047","AQS","16","24","45","."
"09/17/2000","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","29","20","."
"09/18/2000","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","21","18","18"
"09/19/2000","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","29","27","."
"09/20/2000","16","CO","SHOPKO - KALISPELL_100 YARDS WEST OF INTERSECTION OF IDAHO & LASALLE","30-029-0048","AQS","16","13","14","."
"09/21/2000","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","24","11","9"
"09/22/2000","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","28","11","."
"09/23/2000","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","9","27","18","."
"09/24/2000","46","PM2.5","","30-029-0039","AQS","9","27","22","46"
"09/25/2000","29","PM10","","30-029-0039","AQS","13","28","29","."
"09/26/2000","36","PM10","","30-029-0039","AQS","13","30","36","."
"09/27/2000","54","PM2.5","","30-029-0039","AQS","14","31","40","54"
"09/28/2000","45","PM10","","30-029-0039","AQS","23","26","45","."
"09/29/2000","46","PM10","","30-029-0039","AQS","23","27","46","."
"09/30/2000","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","21","11","20"
"10/01/2000","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","34","9","."
"10/02/2000","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","17","33","19","."
"10/03/2000","42","PM2.5","","30-029-0039","AQS","15","30","19","42"
